Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002000,Male,No,2,Not Graduate,No,11206.0,5344.0,313.0,360.0,1.0,Urban,N
LP002001,Male,Yes,0,Not Graduate,No,5341.0,2697.0,100.0,360.0,1.0,Rural,Y
LP002002,Female,Yes,0,Not Graduate,No,15479.0,3183.0,169.0,360.0,1.0,Semiurban,Y
LP002003,Male,No,2,Not Graduate,No,9143.0,739.0,457.0,360.0,1.0,Semiurban,N
LP002004,Male,No,1,Not Graduate,No,,7912.0,515.0,360.0,1.0,Semiurban,Y
LP002005,Female,No,0,Not Graduate,Yes,13336.0,502.0,699.0,360.0,0.0,Semiurban,Y
LP002006,Male,Yes,1,Graduate,No,10673.0,5681.0,682.0,360.0,0.0,Urban,Y
LP002007,Female,No,3+,Not Graduate,No,1893.0,3819.0,611.0,360.0,1.0,Urban,N
LP002008,Male,Yes,0,Not Graduate,No,11071.0,5831.0,602.0,360.0,1.0,Urban,Y
LP002009,Male,No,2,Graduate,No,1547.0,6852.0,615.0,360.0,1.0,Urban,Y
LP002010,Male,No,3+,Graduate,No,11147.0,7680.0,365.0,360.0,1.0,Rural,N
LP002011,Male,Yes,1,Graduate,No,11792.0,6594.0,374.0,360.0,1.0,Semiurban,Y
LP002012,Female,No,1,Not Graduate,No,3788.0,8474.0,72.0,360.0,1.0,Rural,N
LP002013,Male,No,0,Graduate,No,8548.0,8380.0,272.0,120.0,0.0,Rural,N
LP002014,Female,Yes,0,Graduate,No,16886.0,4220.0,655.0,360.0,1.0,Urban,Y
LP002015,Male,No,0,Graduate,No,12822.0,3759.0,88.0,360.0,0.0,Semiurban,N
LP002016,Male,Yes,2,Graduate,No,2709.0,1814.0,312.0,360.0,1.0,Semiurban,Y
LP002017,Female,No,0,Graduate,No,19048.0,939.0,434.0,360.0,1.0,Semiurban,N
LP002018,Male,Yes,3+,Graduate,No,14748.0,5031.0,460.0,360.0,1.0,Rural,Y
LP002019,Female,Yes,0,Graduate,No,11714.0,7050.0,631.0,360.0,1.0,Urban,Y
LP002020,Female,Yes,2,Graduate,No,17566.0,6794.0,517.0,360.0,0.0,Rural,N
LP002021,Female,No,0,Not Graduate,No,9545.0,3939.0,157.0,360.0,1.0,Urban,Y
LP002022,Female,No,0,Not Graduate,No,5039.0,2661.0,236.0,360.0,1.0,Rural,N
LP002023,Male,No,2,Graduate,No,14220.0,1979.0,,360.0,1.0,Urban,Y
LP002024,Male,Yes,0,Not Graduate,No,14634.0,3382.0,401.0,360.0,1.0,Semiurban,N
LP002025,Male,Yes,0,Not Graduate,No,15569.0,8599.0,556.0,360.0,0.0,Rural,Y
LP002026,Female,No,0,Not Graduate,No,16801.0,,325.0,360.0,1.0,Urban,N
LP002027,,No,0,Graduate,No,3037.0,8999.0,533.0,360.0,0.0,Semiurban,Y
LP002028,Male,Yes,2,Graduate,,17675.0,8464.0,332.0,360.0,1.0,Semiurban,Y
LP002029,Female,Yes,3+,Not Graduate,Yes,1682.0,2914.0,645.0,360.0,1.0,Urban,N
LP002030,Male,No,0,Graduate,No,13719.0,1035.0,368.0,360.0,1.0,Semiurban,Y
LP002031,Female,Yes,1,Not Graduate,No,3033.0,5262.0,604.0,360.0,1.0,Semiurban,Y
LP002032,Male,No,1,Graduate,No,14906.0,1190.0,517.0,360.0,1.0,Rural,N
LP002033,Female,No,3+,Not Graduate,No,1655.0,268.0,694.0,360.0,1.0,Rural,Y
LP002034,Female,No,3+,Graduate,No,6384.0,2141.0,424.0,360.0,1.0,Urban,Y
LP002035,Male,No,1,Graduate,No,16073.0,2153.0,673.0,360.0,1.0,Urban,Y
LP002036,Male,Yes,0,Not Graduate,No,9477.0,5906.0,238.0,360.0,1.0,Urban,Y
LP002037,Male,No,0,Not Graduate,No,7656.0,1736.0,239.0,360.0,1.0,Semiurban,Y
LP002038,Male,No,0,Not Graduate,Yes,18741.0,1336.0,123.0,360.0,1.0,Urban,Y
LP002039,Male,Yes,1,Not Graduate,No,6774.0,4155.0,550.0,360.0,1.0,Rural,Y
LP002040,Female,No,1,Graduate,No,6358.0,695.0,199.0,360.0,1.0,Semiurban,Y
LP002041,Female,Yes,1,Graduate,No,16628.0,1432.0,141.0,360.0,1.0,Rural,N
LP002042,Female,No,1,Not Graduate,No,16707.0,1383.0,664.0,360.0,1.0,Rural,N
LP002043,Male,Yes,0,Not Graduate,No,6178.0,3971.0,289.0,360.0,1.0,Rural,Y
LP002044,Female,No,1,Graduate,No,17560.0,5043.0,110.0,360.0,1.0,Semiurban,N
LP002045,Female,Yes,0,Graduate,No,17463.0,3710.0,660.0,360.0,1.0,Urban,Y
LP002046,Male,Yes,0,Graduate,No,14095.0,,285.0,360.0,1.0,Urban,Y
LP002047,Female,No,0,Graduate,No,3199.0,3651.0,281.0,360.0,1.0,Rural,Y
LP002048,Female,No,2,Not Graduate,No,19969.0,,278.0,360.0,1.0,Semiurban,N
LP002049,Male,Yes,0,Not Graduate,No,19335.0,3179.0,357.0,360.0,1.0,Semiurban,Y
LP002050,Male,Yes,2,Graduate,Yes,16844.0,8108.0,607.0,360.0,1.0,Rural,Y
LP002051,Male,Yes,0,Graduate,No,19281.0,2696.0,105.0,360.0,1.0,Urban,N
LP002052,Male,No,0,Not Graduate,No,7674.0,376.0,334.0,360.0,0.0,Semiurban,N
LP002053,Female,No,3+,Not Graduate,No,16228.0,8578.0,267.0,360.0,0.0,Urban,N
LP002054,Female,No,1,Graduate,No,18912.0,4325.0,378.0,360.0,1.0,Urban,Y
LP002055,Female,No,0,Not Graduate,No,2190.0,4049.0,228.0,360.0,1.0,Semiurban,N
LP002056,Male,No,0,Not Graduate,No,16913.0,2422.0,176.0,360.0,1.0,Urban,N
