Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001000,Male,No,2,Graduate,No,18980.0,4152.0,421.0,360.0,1.0,Rural,N
LP001001,Female,Yes,0,Not Graduate,No,18510.0,4526.0,468.0,360.0,1.0,Semiurban,N
LP001002,Female,No,2,Graduate,Yes,19174.0,2511.0,339.0,360.0,1.0,Rural,Y
LP001003,Female,Yes,0,Not Graduate,No,3644.0,4257.0,518.0,120.0,1.0,Semiurban,Y
LP001004,Female,Yes,0,Not Graduate,No,2399.0,1964.0,430.0,360.0,1.0,Urban,N
LP001005,Female,No,0,Graduate,No,15403.0,2079.0,543.0,360.0,1.0,Semiurban,Y
LP001006,Female,No,3+,Graduate,No,2197.0,9387.0,185.0,360.0,0.0,Rural,N
LP001007,Female,No,0,Graduate,No,12622.0,5101.0,368.0,360.0,1.0,Rural,Y
LP001008,Male,No,0,Not Graduate,No,8731.0,8330.0,420.0,360.0,1.0,Semiurban,N
LP001009,Male,Yes,0,Graduate,No,13309.0,9528.0,239.0,120.0,0.0,Rural,Y
LP001010,Male,No,1,Graduate,No,4916.0,3027.0,160.0,360.0,0.0,Semiurban,Y
LP001011,,No,0,Graduate,No,12742.0,9880.0,229.0,360.0,1.0,Rural,Y
LP001012,Female,No,2,Not Graduate,No,3989.0,8389.0,645.0,360.0,0.0,Semiurban,N
LP001013,Male,Yes,0,Not Graduate,No,8094.0,1444.0,133.0,360.0,1.0,Rural,Y
LP001014,Female,No,0,Graduate,No,15714.0,6275.0,437.0,360.0,1.0,Rural,Y
LP001015,Female,No,0,Graduate,No,7877.0,4633.0,623.0,360.0,0.0,Semiurban,Y
LP001016,Male,No,1,Graduate,No,18676.0,9484.0,,360.0,1.0,Rural,N
LP001017,Female,No,1,Not Graduate,No,18806.0,6215.0,699.0,360.0,1.0,Rural,Y
LP001018,Female,Yes,0,Not Graduate,No,2981.0,4018.0,182.0,360.0,1.0,Urban,Y
LP001019,Male,No,3+,Not Graduate,No,9005.0,8494.0,490.0,360.0,1.0,Urban,N
LP001020,Female,No,0,Not Graduate,No,10433.0,7584.0,368.0,360.0,1.0,Urban,Y
LP001021,Male,Yes,1,Not Graduate,No,19917.0,2026.0,138.0,360.0,1.0,Semiurban,Y
LP001022,Female,No,0,Graduate,No,2945.0,7375.0,258.0,360.0,1.0,Semiurban,N
LP001023,Female,Yes,0,Graduate,No,4409.0,9385.0,310.0,360.0,1.0,Rural,N
LP001024,Female,Yes,2,Not Graduate,No,7268.0,4310.0,404.0,360.0,0.0,Rural,N
LP001025,Male,No,2,Not Graduate,No,7942.0,5235.0,539.0,360.0,1.0,Urban,Y
LP001026,Female,Yes,0,Graduate,No,10740.0,8335.0,300.0,120.0,0.0,Rural,Y
LP001027,Female,Yes,1,Graduate,No,2105.0,7479.0,582.0,360.0,1.0,Semiurban,N
LP001028,Male,No,0,Graduate,No,19997.0,3619.0,661.0,360.0,0.0,Semiurban,Y
LP001029,Female,Yes,1,Graduate,No,4076.0,6379.0,324.0,360.0,0.0,Rural,N
LP001030,Male,Yes,0,Graduate,,7240.0,1887.0,374.0,360.0,1.0,Rural,N
LP001031,Female,Yes,2,Graduate,No,18161.0,6991.0,288.0,360.0,0.0,Semiurban,Y
LP001032,Male,Yes,0,Graduate,Yes,19941.0,6839.0,84.0,360.0,1.0,Rural,Y
LP001033,Male,No,0,Graduate,No,2664.0,2012.0,364.0,360.0,1.0,Semiurban,Y
LP001034,Male,No,0,Graduate,No,13573.0,1327.0,603.0,360.0,1.0,Urban,N
LP001035,Female,No,0,Graduate,No,4671.0,5612.0,688.0,360.0,1.0,Semiurban,N
LP001036,Male,No,0,Graduate,No,6806.0,9935.0,406.0,360.0,1.0,Semiurban,N
LP001037,Female,Yes,0,Not Graduate,No,17638.0,2830.0,135.0,360.0,1.0,Rural,N
LP001038,Male,No,2,Not Graduate,No,,9159.0,98.0,180.0,1.0,Urban,Y
LP001039,Male,No,0,Not Graduate,No,14636.0,6030.0,523.0,360.0,1.0,Semiurban,N
LP001040,Female,No,1,Graduate,No,17170.0,6292.0,346.0,360.0,1.0,Urban,N
LP001041,Female,No,1,Graduate,No,1760.0,6612.0,154.0,360.0,1.0,Urban,N
LP001042,Male,No,3+,Not Graduate,No,17850.0,8326.0,,360.0,1.0,Rural,Y
LP001043,Female,No,,Not Graduate,No,6685.0,4915.0,120.0,360.0,1.0,Semiurban,Y
LP001044,Female,Yes,2,Graduate,No,10895.0,4114.0,513.0,360.0,1.0,Urban,N
LP001045,Female,No,2,Graduate,No,16513.0,2645.0,,360.0,0.0,Urban,N
LP001046,Male,Yes,0,Graduate,No,8488.0,4236.0,223.0,360.0,1.0,Semiurban,Y
LP001047,Male,Yes,2,Not Graduate,Yes,19896.0,34.0,369.0,240.0,1.0,Semiurban,Y
LP001048,Female,Yes,3+,Graduate,No,18980.0,7810.0,483.0,180.0,1.0,Semiurban,Y
LP001049,Male,Yes,0,Graduate,No,13720.0,7534.0,339.0,120.0,1.0,Semiurban,Y
LP001050,Female,Yes,0,Graduate,No,13310.0,4751.0,263.0,360.0,1.0,Urban,N
LP001051,Female,Yes,0,Graduate,No,2666.0,4751.0,662.0,360.0,0.0,Urban,Y
LP001052,Female,No,0,Not Graduate,No,5809.0,3777.0,204.0,,1.0,Rural,N
LP001053,Female,No,0,Not Graduate,No,7033.0,8016.0,56.0,360.0,0.0,Semiurban,Y
LP001054,,No,1,Graduate,No,9584.0,3749.0,532.0,360.0,1.0,Urban,Y
LP001055,Male,Yes,0,Not Graduate,No,7348.0,3029.0,172.0,360.0,1.0,Urban,N
LP001056,Female,No,3+,Not Graduate,No,10036.0,4529.0,499.0,120.0,0.0,Semiurban,Y
LP001057,Male,No,0,Graduate,No,2243.0,2262.0,176.0,360.0,0.0,Semiurban,N
LP001058,Male,Yes,2,Not Graduate,No,4041.0,,435.0,240.0,1.0,Rural,N
LP001059,Female,No,0,Graduate,No,2648.0,2514.0,291.0,360.0,1.0,Urban,N
LP001060,Female,No,0,Graduate,No,16243.0,824.0,572.0,360.0,1.0,Urban,N
LP001061,,Yes,0,Not Graduate,No,15047.0,6379.0,336.0,360.0,1.0,Urban,Y
LP001062,Female,No,0,Graduate,No,16827.0,1146.0,607.0,360.0,1.0,Urban,N
LP001063,Male,No,0,Graduate,No,10348.0,597.0,375.0,360.0,1.0,Rural,Y
LP001064,Male,Yes,1,Graduate,No,6212.0,7245.0,278.0,360.0,1.0,Semiurban,N
LP001065,Female,Yes,1,Graduate,No,16179.0,8795.0,117.0,360.0,1.0,Semiurban,Y
LP001066,Male,Yes,1,Not Graduate,No,18659.0,9548.0,607.0,360.0,1.0,Semiurban,N
LP001067,Male,Yes,0,Graduate,No,17380.0,9463.0,381.0,360.0,1.0,Semiurban,N
LP001068,Male,No,0,Not Graduate,No,7707.0,3685.0,204.0,120.0,1.0,Urban,Y
LP001069,Male,No,1,Not Graduate,No,11699.0,5456.0,558.0,120.0,1.0,Rural,Y
LP001070,Male,Yes,0,Not Graduate,No,14289.0,2120.0,61.0,360.0,1.0,Semiurban,N
LP001071,Male,No,0,Graduate,No,8678.0,6973.0,237.0,120.0,1.0,Semiurban,Y
LP001072,Male,Yes,0,Not Graduate,No,10298.0,7693.0,66.0,360.0,1.0,Urban,N
LP001073,Male,Yes,0,Not Graduate,No,1929.0,9921.0,689.0,360.0,1.0,Semiurban,N
LP001074,,Yes,0,Not Graduate,No,10696.0,233.0,400.0,360.0,1.0,Semiurban,Y
LP001075,Male,No,0,Not Graduate,No,3112.0,9403.0,680.0,360.0,1.0,Urban,N
LP001076,Male,Yes,0,Not Graduate,No,12054.0,1300.0,58.0,360.0,1.0,Rural,N
LP001077,Female,Yes,1,Not Graduate,No,5811.0,,260.0,360.0,1.0,Urban,Y
LP001078,Male,Yes,0,Not Graduate,No,14768.0,2000.0,679.0,360.0,1.0,Rural,N
LP001079,Female,No,0,Graduate,No,3868.0,8614.0,78.0,360.0,1.0,Rural,N
LP001080,Female,,3+,Graduate,No,19976.0,2072.0,678.0,360.0,0.0,Rural,Y
LP001081,Male,Yes,2,Not Graduate,No,17790.0,1451.0,458.0,360.0,1.0,Urban,N
LP001082,Male,Yes,0,Not Graduate,No,14401.0,5306.0,190.0,,1.0,Urban,Y
LP001083,Female,No,3+,Graduate,Yes,9611.0,4003.0,477.0,360.0,1.0,Semiurban,Y
LP001084,Female,No,0,Not Graduate,Yes,1783.0,6255.0,180.0,360.0,0.0,Urban,N
LP001085,Male,Yes,0,Not Graduate,No,15708.0,,,360.0,1.0,Urban,Y
LP001086,Female,No,,Graduate,No,11726.0,529.0,558.0,360.0,1.0,Rural,Y
LP001087,Male,No,2,Not Graduate,Yes,13316.0,931.0,443.0,360.0,0.0,Semiurban,N
LP001088,,Yes,0,Not Graduate,No,15023.0,7813.0,213.0,360.0,1.0,Semiurban,Y
LP001089,Male,No,1,Not Graduate,No,10363.0,3786.0,234.0,360.0,1.0,Urban,Y
LP001090,Female,No,1,Not Graduate,No,2982.0,9981.0,308.0,360.0,1.0,Urban,N
LP001091,Female,No,0,Graduate,No,8041.0,5035.0,451.0,360.0,1.0,Urban,N
LP001092,Female,Yes,0,Not Graduate,No,1513.0,9767.0,482.0,360.0,1.0,Urban,N
