Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP007000,Male,No,2,Graduate,No,17666.0,2710.0,352.0,360.0,1.0,Urban,N
LP007001,Male,No,0,Not Graduate,No,12027.0,4954.0,214.0,360.0,1.0,Semiurban,Y
LP007002,Female,No,3+,Not Graduate,No,2960.0,1529.0,468.0,360.0,1.0,Rural,N
LP007003,Female,Yes,0,Not Graduate,No,9001.0,179.0,289.0,360.0,1.0,Urban,N
LP007004,Male,No,0,Graduate,,14877.0,2695.0,601.0,360.0,1.0,Semiurban,Y
LP007005,Male,No,0,Graduate,No,12940.0,8802.0,577.0,360.0,1.0,Urban,N
LP007006,Female,Yes,3+,Not Graduate,No,3498.0,4420.0,246.0,360.0,1.0,Rural,Y
LP007007,Male,Yes,2,Not Graduate,No,4090.0,960.0,316.0,360.0,1.0,Rural,Y
LP007008,Male,No,3+,Graduate,Yes,16803.0,7358.0,100.0,360.0,1.0,Rural,N
LP007009,Male,No,1,Not Graduate,No,12159.0,2775.0,417.0,360.0,1.0,Semiurban,N
LP007010,Male,No,0,Graduate,No,2597.0,9504.0,415.0,120.0,1.0,Semiurban,N
LP007011,Female,No,0,Not Graduate,No,4994.0,1281.0,508.0,360.0,1.0,Urban,Y
LP007012,Male,No,0,Graduate,No,3641.0,7888.0,,360.0,,Rural,N
LP007013,Male,Yes,1,Graduate,No,8003.0,1417.0,385.0,360.0,1.0,Rural,N
LP007014,Female,Yes,3+,Graduate,No,9988.0,740.0,394.0,360.0,1.0,Rural,N
LP007015,Female,No,0,Graduate,Yes,4272.0,6721.0,372.0,360.0,1.0,Urban,N
LP007016,Male,Yes,1,Not Graduate,No,13537.0,,114.0,360.0,1.0,Semiurban,N
LP007017,Male,Yes,3+,Graduate,No,1817.0,3086.0,61.0,360.0,0.0,Urban,Y
LP007018,Male,No,0,Graduate,Yes,18155.0,470.0,401.0,360.0,1.0,Rural,Y
LP007019,Female,No,2,Not Graduate,Yes,16043.0,7027.0,381.0,360.0,0.0,Rural,Y
LP007020,Female,Yes,0,Not Graduate,No,19251.0,1189.0,599.0,360.0,1.0,Semiurban,N
LP007021,Female,Yes,1,Not Graduate,No,8521.0,5788.0,216.0,360.0,1.0,Semiurban,N
LP007022,Female,Yes,0,Graduate,No,12142.0,3575.0,493.0,180.0,1.0,Urban,N
LP007023,Female,Yes,0,Graduate,No,4811.0,9421.0,666.0,360.0,1.0,Urban,N
LP007024,Female,No,0,Not Graduate,No,11350.0,1144.0,646.0,360.0,1.0,Semiurban,Y
LP007025,Female,Yes,3+,Not Graduate,No,10300.0,8874.0,239.0,360.0,1.0,Rural,Y
LP007026,Male,No,2,Not Graduate,No,2592.0,5096.0,141.0,360.0,0.0,Rural,Y
LP007027,,No,0,Graduate,No,5284.0,1509.0,576.0,360.0,1.0,Semiurban,Y
LP007028,Male,No,,Not Graduate,No,3444.0,3739.0,145.0,120.0,1.0,Semiurban,Y
