Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004000,Female,Yes,1,Graduate,No,2549.0,3753.0,588.0,180.0,1.0,Urban,Y
LP004001,Female,Yes,0,Not Graduate,No,5101.0,8450.0,569.0,360.0,1.0,Rural,N
LP004002,Female,No,0,Graduate,No,7965.0,9425.0,533.0,360.0,1.0,Urban,Y
LP004003,Male,Yes,3+,Not Graduate,Yes,9249.0,2069.0,551.0,360.0,1.0,Rural,N
LP004004,Male,No,3+,Not Graduate,Yes,4483.0,1184.0,220.0,360.0,1.0,Rural,N
LP004005,Male,No,0,Not Graduate,No,16757.0,5861.0,425.0,360.0,1.0,Urban,Y
LP004006,Male,Yes,1,Not Graduate,No,12812.0,2406.0,126.0,360.0,1.0,Urban,N
LP004007,Male,No,0,Not Graduate,No,15600.0,1878.0,,360.0,1.0,Rural,N
LP004008,Female,No,0,Graduate,No,8673.0,829.0,54.0,360.0,1.0,Semiurban,N
LP004009,Male,No,0,Not Graduate,No,17917.0,5404.0,620.0,360.0,1.0,Semiurban,Y
LP004010,Male,No,0,Not Graduate,No,8046.0,5953.0,286.0,360.0,1.0,Urban,Y
LP004011,Male,No,2,Not Graduate,No,1509.0,6449.0,548.0,360.0,1.0,Rural,Y
LP004012,Female,Yes,0,Graduate,No,3227.0,47.0,68.0,360.0,1.0,Rural,N
LP004013,Male,No,1,Graduate,No,8232.0,7467.0,114.0,240.0,1.0,Urban,Y
LP004014,Female,Yes,2,Graduate,No,16367.0,9457.0,371.0,360.0,1.0,Semiurban,Y
LP004015,Male,Yes,0,Graduate,No,12919.0,3575.0,285.0,360.0,1.0,Semiurban,Y
LP004016,Female,No,0,Graduate,No,4598.0,1734.0,,360.0,1.0,Semiurban,Y
LP004017,Female,Yes,2,Graduate,No,5544.0,9313.0,285.0,120.0,1.0,Urban,N
LP004018,Male,No,0,Not Graduate,No,19060.0,9007.0,471.0,240.0,1.0,Urban,N
LP004019,Male,Yes,0,Graduate,No,16727.0,5384.0,440.0,360.0,1.0,Semiurban,Y
LP004020,Male,No,0,Not Graduate,No,19157.0,6328.0,54.0,360.0,1.0,Urban,N
LP004021,Male,Yes,0,Not Graduate,No,15097.0,9911.0,186.0,240.0,1.0,Rural,Y
LP004022,Female,Yes,2,Not Graduate,No,13269.0,6926.0,446.0,360.0,1.0,Semiurban,Y
LP004023,Female,Yes,1,Not Graduate,No,3841.0,8926.0,97.0,360.0,0.0,Urban,Y
LP004024,Female,No,0,Not Graduate,Yes,6039.0,,607.0,360.0,1.0,Rural,Y
LP004025,Female,Yes,0,Not Graduate,No,14075.0,1906.0,113.0,360.0,1.0,Rural,Y
LP004026,Male,No,3+,Graduate,No,4642.0,1262.0,590.0,180.0,1.0,Semiurban,N
