Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP006137,Female,No,4,Graduate,No,3769.0,1254.0,493.0,360.0,1.0,Rural,N
LP006010,Female,Yes,0,Graduate,No,12567.0,8868.0,,360.0,1.0,Suburban,Y
LP006271,Female,No,0,Not Graduate,No,11644.0,8528.0,381.0,360.0,1.0,Semiurban,Pending
LP006403,Female,Yes,4,Graduate,No,6017.0,4487.0,290.0,360.0,0.0,Semiurban,N
LP006425,Male,No,0,Not Graduate,No,16070.0,4323.0,438.0,360.0,1.0,Suburban,N
LP006170,Male,Unknown,0,Graduate,No,16916.0,9107.0,190.0,360.0,1.0,Urban,N
LP006041,Male,No,0,Not Graduate,No,10802.0,7909.0,560.0,360.0,1.0,Semiurban,Pending
LP006433,Female,Yes,0,Graduate,No,13737.0,5804.0,273.0,120.0,1.0,Rural,Pending
LP006178,Male,No,0,Graduate,No,14252.0,2199.0,94.0,360.0,2.0,Urban,Y
LP006441,Male,Yes,0,Not Graduate,Yes,15502.0,2612.0,454.0,360.0,1.0,Urban,Pending
LP006186,Female,Yes,4,Not Graduate,Yes,6728.0,7063.0,400.0,360.0,0.0,Urban,N
LP006315,Female,No,,Not Graduate,Maybe,8096.0,4748.0,308.0,360.0,1.0,Semiurban,Y
LP006316,Female,Yes,4,Graduate,No,3748.0,8029.0,668.0,120.0,0.0,Urban,N
LP006445,Female,Unknown,3+,Graduate,No,19015.0,3096.0,,360.0,1.0,Urban,Y
LP006062,Female,Yes,1,Graduate,No,10103.0,9427.0,181.0,360.0,2.0,Semiurban,Y
LP006198,Male,No,3+,Not Graduate,No,7623.0,,,360.0,2.0,Urban,N
LP006329,Male,No,0,Graduate,No,5987.0,1141.0,376.0,240.0,1.0,Rural,Pending
LP006207,Male,Unknown,2,Not Graduate,No,6926.0,8165.0,365.0,360.0,1.0,Urban,Y
LP006335,Female,No,4,Graduate,No,14126.0,315.0,288.0,360.0,1.0,Urban,N
LP006337,Male,Yes,0,Not Graduate,No,,9147.0,422.0,360.0,1.0,Suburban,N
LP006469,Female,Yes,4,Graduate,No,2984.0,7385.0,339.0,360.0,1.0,Rural,N
LP006357,Male,No,0,Not Graduate,No,10806.0,2671.0,195.0,360.0,1.0,Suburban,N
LP006105,Male,Yes,0,Not Graduate,Maybe,17830.0,3235.0,585.0,360.0,1.0,Rural,Y
LP006495,Male,Yes,4,Graduate,No,8589.0,1020.0,166.0,120.0,1.0,Urban,Y
LP006372,Female,Yes,0,Graduate,Maybe,15697.0,715.0,169.0,360.0,1.0,Rural,Y
LP006375,Male,Yes,0,Not Graduate,Maybe,9241.0,6328.0,242.0,360.0,1.0,Urban,Y
LP006376,Female,Yes,4,Graduate,No,2045.0,9369.0,469.0,360.0,1.0,Urban,N
