Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003008,Female,Yes,0,Not Graduate,No,18220.0,2187.0,448.0,360.0,1.0,Urban,Pending
LP003009,Male,Yes,4,Graduate,No,1934.0,1778.0,561.0,360.0,1.0,Semiurban,N
LP003268,Female,No,0,Not Graduate,No,9261.0,3673.0,299.0,360.0,1.0,Rural,Pending
LP003162,Male,No,2,Not Graduate,No,14571.0,5383.0,572.0,240.0,2.0,Urban,N
LP003291,Female,Yes,0,Not Graduate,Maybe,10537.0,8603.0,175.0,120.0,1.0,Suburban,N
LP003298,Male,Yes,0,Not Graduate,No,3557.0,6051.0,316.0,360.0,1.0,Suburban,N
LP003173,Male,No,2,Graduate,Maybe,4476.0,2467.0,586.0,360.0,1.0,Semiurban,N
LP003049,Male,No,4,Not Graduate,No,9182.0,6758.0,419.0,360.0,0.0,Semiurban,Y
LP003312,Female,Yes,0,Graduate,No,8233.0,2533.0,237.0,360.0,1.0,Suburban,N
LP003319,Female,No,0,Not Graduate,No,17815.0,341.0,441.0,360.0,1.0,Semiurban,Pending
LP003063,Female,No,1,Not Graduate,Yes,18652.0,384.0,544.0,240.0,1.0,Rural,Pending
LP003069,Female,No,0,Not Graduate,No,16969.0,2743.0,90.0,360.0,2.0,Rural,Y
LP003071,Female,No,0,Not Graduate,Maybe,1513.0,4944.0,311.0,360.0,0.0,Rural,Y
LP003204,Female,No,1,Not Graduate,No,16651.0,9299.0,227.0,360.0,1.0,Urban,Pending
LP003335,Female,No,3+,Not Graduate,Maybe,14840.0,9708.0,619.0,360.0,1.0,Urban,N
LP003464,Male,Unknown,4,Graduate,No,7220.0,9677.0,183.0,360.0,1.0,Urban,N
LP003348,Male,Unknown,0,Graduate,No,18567.0,9975.0,,360.0,1.0,Semiurban,N
LP003092,Male,Yes,4,Not Graduate,No,11325.0,6108.0,176.0,360.0,1.0,Rural,N
LP003100,Male,Yes,1,Not Graduate,No,7307.0,4327.0,289.0,360.0,2.0,Semiurban,Y
LP003357,Male,,0,Not Graduate,No,4303.0,8901.0,421.0,360.0,0.0,Urban,Pending
LP003363,Male,Unknown,3+,Not Graduate,No,6055.0,6881.0,395.0,180.0,1.0,Semiurban,Y
LP003108,Female,No,1,Not Graduate,Maybe,9434.0,8480.0,542.0,360.0,1.0,Rural,N
LP003365,Female,No,0,Not Graduate,No,6053.0,916.0,343.0,360.0,1.0,Suburban,Y
LP003494,Female,No,4,Graduate,No,8042.0,9115.0,467.0,360.0,1.0,Semiurban,Y
LP003109,Female,Yes,0,Graduate,No,9504.0,7248.0,294.0,360.0,2.0,Semiurban,N
LP003368,Male,No,0,Graduate,No,1761.0,1814.0,685.0,360.0,1.0,Semiurban,Pending
LP003241,Male,Yes,0,Graduate,Yes,15387.0,9902.0,631.0,360.0,1.0,Suburban,Y
LP003111,Male,No,0,Graduate,No,10751.0,2943.0,197.0,360.0,2.0,Urban,N
LP003379,Female,No,0,Graduate,No,,6895.0,430.0,360.0,1.0,Urban,Pending
LP003253,Male,Yes,0,Not Graduate,Maybe,7288.0,9900.0,172.0,360.0,0.0,Rural,N
LP003254,Male,Unknown,0,Not Graduate,No,,4863.0,303.0,360.0,1.0,Rural,Y
