Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP008629,Female,No,0,Not Graduate,No,19712.0,4521.0,503.0,360.0,2.0,Urban,Y
LP008504,Male,No,0,Not Graduate,No,3919.0,1782.0,274.0,360.0,1.0,Rural,Pending
LP008889,Male,Yes,0,Not Graduate,No,2369.0,1489.0,68.0,,0.0,Suburban,N
LP008760,Male,Yes,2,Graduate,No,11146.0,4746.0,109.0,360.0,2.0,Semiurban,Y
LP008767,Male,Yes,0,Graduate,No,3651.0,9292.0,88.0,360.0,2.0,Semiurban,Y
LP008898,Male,Unknown,0,Not Graduate,No,16630.0,7119.0,455.0,360.0,1.0,Semiurban,Y
LP008645,Male,Unknown,0,Not Graduate,No,12210.0,5201.0,433.0,360.0,1.0,Urban,Y
LP008919,Female,,1,Not Graduate,No,14153.0,6726.0,261.0,360.0,1.0,Rural,Pending
LP008800,Female,No,0,Not Graduate,No,4510.0,2789.0,100.0,360.0,2.0,Semiurban,N
LP008547,Male,Unknown,1,Graduate,No,11351.0,8879.0,655.0,360.0,1.0,Semiurban,Y
LP008806,Male,No,0,Not Graduate,No,,1948.0,630.0,360.0,0.0,Suburban,N
LP008558,Female,No,1,Not Graduate,No,3304.0,2629.0,489.0,360.0,1.0,Urban,Pending
LP008565,Female,No,3+,Graduate,No,4038.0,4220.0,325.0,360.0,1.0,Rural,Pending
LP008949,Female,No,4,Graduate,No,11368.0,7659.0,203.0,360.0,1.0,Rural,N
LP008695,Female,Yes,0,Graduate,No,16820.0,4169.0,454.0,360.0,1.0,Rural,Pending
LP008568,Male,Unknown,1,Not Graduate,No,12288.0,5628.0,384.0,360.0,1.0,Urban,N
LP008571,Male,Unknown,1,Graduate,No,13360.0,3357.0,496.0,360.0,1.0,Rural,N
LP008700,Female,Yes,0,Graduate,No,3026.0,9231.0,143.0,360.0,1.0,Urban,Pending
LP008710,Female,Unknown,2,Not Graduate,No,15711.0,6267.0,508.0,360.0,1.0,Urban,N
LP008714,Female,Yes,1,Not Graduate,Maybe,11463.0,2511.0,173.0,360.0,0.0,Rural,Y
LP008586,Female,No,1,Graduate,Yes,8323.0,8502.0,431.0,360.0,1.0,Suburban,N
LP008844,Male,No,1,Not Graduate,No,16186.0,2029.0,584.0,360.0,0.0,Semiurban,Pending
LP008974,Male,Yes,0,Graduate,No,14645.0,6499.0,584.0,360.0,2.0,Urban,N
LP008594,Female,Unknown,0,Not Graduate,No,13028.0,674.0,698.0,360.0,1.0,Rural,N
LP008725,Female,Yes,0,Graduate,Maybe,19823.0,8484.0,627.0,360.0,1.0,Semiurban,Y
LP008984,Male,No,2,Graduate,Maybe,17268.0,7695.0,579.0,360.0,1.0,Urban,Y
LP008864,Male,No,0,Graduate,No,6335.0,6675.0,253.0,240.0,1.0,Suburban,Y
LP008866,Male,Unknown,0,Graduate,Yes,2990.0,6996.0,653.0,360.0,1.0,Rural,N
LP008611,Female,Yes,2,Not Graduate,No,1516.0,6827.0,150.0,360.0,1.0,Suburban,Y
LP008610,Male,No,4,Not Graduate,No,13971.0,9165.0,273.0,360.0,1.0,Rural,Y
LP008743,Male,,2,Graduate,No,17540.0,7306.0,,360.0,1.0,Suburban,Y
LP008873,Male,Yes,0,Not Graduate,No,7953.0,5023.0,199.0,360.0,1.0,Suburban,N
LP008874,Female,Unknown,1,Not Graduate,No,6097.0,9446.0,141.0,360.0,1.0,Rural,Y
LP008618,Male,Yes,0,Graduate,Yes,14172.0,8573.0,369.0,240.0,2.0,Semiurban,Y
LP008877,Male,,1,Graduate,Maybe,6055.0,2089.0,538.0,360.0,1.0,Rural,Y
