Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001884,Male,No,4,Not Graduate,No,8507.0,2192.0,538.0,360.0,1.0,Rural,Y
LP001525,Male,No,4,Graduate,No,5089.0,6887.0,193.0,360.0,1.0,Rural,N
LP001911,Female,No,4,Not Graduate,No,7096.0,4044.0,337.0,,1.0,Urban,Y
LP001922,Female,Unknown,0,Not Graduate,No,16947.0,8897.0,688.0,360.0,0.0,Semiurban,Y
LP001937,Female,Yes,0,Not Graduate,No,15258.0,4814.0,603.0,360.0,2.0,Urban,N
LP001562,Female,No,0,Graduate,No,3843.0,5951.0,490.0,360.0,1.0,Urban,Pending
LP001820,Male,No,0,Not Graduate,Yes,14400.0,2026.0,382.0,360.0,2.0,Urban,Y
LP001949,Male,No,1,Graduate,No,5823.0,8806.0,686.0,360.0,2.0,Urban,N
LP001826,Male,Yes,0,Graduate,No,8900.0,7903.0,616.0,360.0,2.0,Rural,N
LP001827,Female,No,1,Not Graduate,Maybe,5027.0,,279.0,360.0,1.0,Semiurban,Y
LP001572,Female,Yes,1,Graduate,No,5334.0,518.0,504.0,240.0,0.0,Rural,Pending
LP001828,Female,Yes,2,Graduate,No,7098.0,7949.0,608.0,180.0,2.0,Rural,N
LP001959,Female,No,4,Not Graduate,No,7017.0,9125.0,652.0,360.0,1.0,Rural,Y
LP001705,Male,No,2,Not Graduate,Maybe,14147.0,3503.0,565.0,,1.0,Rural,Y
LP001967,Male,Yes,2,Graduate,No,,1387.0,532.0,240.0,0.0,Suburban,N
LP001968,Male,Yes,3+,Not Graduate,Maybe,12600.0,4029.0,,360.0,1.0,Rural,N
LP001713,Male,Yes,0,Not Graduate,Maybe,9981.0,8468.0,392.0,360.0,1.0,Urban,N
LP001970,Male,Yes,0,Not Graduate,Maybe,13548.0,2566.0,372.0,360.0,1.0,Semiurban,Y
LP001585,Male,No,0,Graduate,Yes,8998.0,,623.0,360.0,1.0,Semiurban,Pending
LP001844,Female,No,2,Not Graduate,Yes,7713.0,855.0,276.0,360.0,1.0,Rural,Pending
LP001973,Female,No,3+,Graduate,No,11880.0,1298.0,338.0,360.0,1.0,Semiurban,Pending
LP001974,Male,Yes,4,Graduate,,17748.0,5485.0,187.0,360.0,1.0,Urban,Y
LP001851,Female,No,4,Graduate,,8536.0,4581.0,520.0,240.0,1.0,Rural,Y
LP001979,Female,Yes,4,Not Graduate,No,9961.0,2661.0,336.0,360.0,1.0,Urban,Y
LP001727,,No,3+,Not Graduate,No,7353.0,8731.0,125.0,360.0,1.0,Semiurban,Pending
LP001601,Male,No,2,Graduate,No,15317.0,6456.0,86.0,360.0,2.0,Urban,N
LP001858,Female,No,0,Graduate,No,13106.0,8418.0,662.0,360.0,1.0,Urban,Pending
LP001994,Female,No,0,Not Graduate,Maybe,5689.0,8581.0,69.0,360.0,1.0,Rural,Y
LP001613,Male,No,2,Graduate,No,3728.0,6239.0,353.0,360.0,0.0,Semiurban,Pending
LP001617,Female,Yes,0,Not Graduate,No,19799.0,7738.0,372.0,180.0,1.0,Semiurban,Pending
LP001618,Female,No,0,Not Graduate,No,12672.0,8974.0,322.0,120.0,2.0,Rural,N
LP001880,Female,Yes,4,Not Graduate,Yes,7634.0,5269.0,97.0,360.0,0.0,Rural,N
