Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP007384,Female,Yes,3+,Graduate,No,2539.0,8029.0,208.0,360.0,0.0,Urban,Pending
LP007129,Female,No,4,Graduate,No,7683.0,5963.0,390.0,360.0,1.0,Urban,N
LP007259,Male,No,0,Not Graduate,Maybe,5378.0,7581.0,352.0,360.0,1.0,Rural,N
LP007260,Male,No,0,Not Graduate,Maybe,5416.0,5229.0,626.0,360.0,0.0,Semiurban,Y
LP007005,Male,No,0,Graduate,No,12940.0,8802.0,577.0,360.0,1.0,Suburban,N
LP007145,Female,Unknown,1,Graduate,No,14806.0,3705.0,438.0,360.0,1.0,Rural,N
LP007027,,No,4,Graduate,No,5284.0,1509.0,576.0,360.0,1.0,Semiurban,Y
LP007161,Male,Unknown,1,Not Graduate,No,3794.0,3090.0,429.0,360.0,1.0,Urban,Y
LP007292,Male,Yes,3+,Not Graduate,No,13165.0,8355.0,649.0,360.0,0.0,Suburban,N
LP007172,Male,Yes,0,Graduate,Maybe,12423.0,5546.0,673.0,360.0,1.0,Semiurban,N
LP007175,Male,No,4,Graduate,No,3916.0,5987.0,655.0,360.0,1.0,Urban,Y
LP007181,Male,No,4,Graduate,No,19690.0,6211.0,248.0,360.0,1.0,Rural,Y
LP007185,Female,Yes,0,Graduate,No,3208.0,367.0,,360.0,2.0,Urban,N
LP007442,Male,No,4,Not Graduate,No,8598.0,4032.0,674.0,360.0,1.0,Semiurban,Y
LP007316,Male,Yes,3+,Not Graduate,Maybe,4767.0,9189.0,340.0,360.0,1.0,Urban,N
LP007453,Female,Unknown,1,Not Graduate,No,14537.0,3375.0,534.0,360.0,1.0,Semiurban,Y
LP007326,Male,No,0,Not Graduate,No,13078.0,4886.0,597.0,360.0,1.0,Rural,Pending
LP007072,Female,Unknown,0,Graduate,No,12012.0,4352.0,637.0,360.0,0.0,Semiurban,N
LP007456,Female,No,0,Not Graduate,No,2013.0,4065.0,367.0,360.0,2.0,Rural,N
LP007077,Female,Yes,0,Not Graduate,No,3687.0,1553.0,131.0,360.0,2.0,Semiurban,Y
LP007089,Male,Unknown,3+,Graduate,,2203.0,4373.0,288.0,360.0,1.0,Urban,Y
LP007221,Male,No,0,Graduate,Maybe,19534.0,2152.0,,120.0,1.0,Rural,N
LP007226,Female,No,0,Graduate,Maybe,2191.0,4679.0,343.0,360.0,1.0,Semiurban,Y
LP007484,Male,No,2,Graduate,Maybe,4513.0,1836.0,645.0,120.0,1.0,Rural,Y
LP007101,Male,No,0,Not Graduate,No,1965.0,8553.0,279.0,120.0,1.0,Urban,Pending
LP007489,Female,Unknown,1,Graduate,No,5660.0,9812.0,407.0,360.0,1.0,Semiurban,Y
LP007234,Male,No,0,Not Graduate,No,9831.0,1534.0,682.0,360.0,2.0,Semiurban,N
LP007107,Male,Unknown,1,Not Graduate,No,6556.0,7868.0,449.0,360.0,1.0,Rural,N
LP007116,Female,Yes,4,Not Graduate,No,7452.0,9229.0,419.0,360.0,1.0,Urban,N
LP007127,Male,Yes,1,Graduate,No,15794.0,4322.0,74.0,360.0,1.0,Suburban,Y
