Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000256,Female,No,4,Graduate,No,6867.0,5978.0,274.0,360.0,1.0,Rural,N
LP000129,Female,Unknown,1,Not Graduate,Yes,,1473.0,266.0,360.0,1.0,Rural,Y
LP000386,Male,Yes,3+,Graduate,Yes,4291.0,4237.0,443.0,120.0,1.0,Suburban,Y
LP000010,Male,No,0,Graduate,Maybe,5222.0,3462.0,287.0,360.0,1.0,Semiurban,Y
LP000141,Male,Yes,0,Graduate,Maybe,19952.0,4771.0,658.0,360.0,1.0,Semiurban,N
LP000272,Female,No,1,Not Graduate,No,9138.0,1626.0,553.0,360.0,2.0,Urban,N
LP000019,Male,Yes,0,Graduate,No,16850.0,9965.0,597.0,360.0,1.0,Semiurban,Pending
LP000279,Female,Yes,0,Graduate,Yes,19392.0,6299.0,270.0,240.0,1.0,Rural,Pending
LP000024,Male,No,4,Graduate,No,13944.0,7546.0,201.0,360.0,1.0,Rural,Y
LP000284,Female,Unknown,0,Graduate,No,3817.0,7204.0,693.0,360.0,0.0,Urban,Y
LP000412,Female,Yes,4,Graduate,No,5148.0,6492.0,171.0,180.0,1.0,Urban,Y
LP000439,Male,Yes,4,Graduate,No,16268.0,217.0,134.0,360.0,1.0,Rural,N
LP000316,Male,Yes,2,Graduate,Maybe,6031.0,922.0,555.0,360.0,1.0,Urban,N
LP000061,Male,Yes,1,Graduate,No,18910.0,9024.0,612.0,360.0,1.0,Urban,Pending
LP000318,Male,Unknown,0,Not Graduate,Yes,7197.0,5320.0,606.0,360.0,1.0,Semiurban,Y
LP000063,Male,Yes,2,Graduate,No,2603.0,797.0,638.0,360.0,2.0,Rural,Y
LP000320,Female,Unknown,1,Not Graduate,No,8519.0,122.0,53.0,360.0,0.0,Urban,N
LP000072,Male,Unknown,0,Not Graduate,No,19863.0,2383.0,215.0,360.0,1.0,Rural,N
LP000200,Female,No,0,Not Graduate,Maybe,5912.0,1209.0,116.0,360.0,1.0,Semiurban,N
LP000456,Male,Yes,0,Graduate,No,19913.0,4615.0,110.0,360.0,2.0,Urban,N
LP000204,Female,Yes,2,Graduate,Yes,2712.0,3284.0,189.0,120.0,1.0,Urban,Pending
LP000087,Female,Unknown,0,Not Graduate,No,3203.0,5720.0,641.0,360.0,1.0,Urban,N
LP000215,Male,No,4,Not Graduate,,6593.0,1040.0,456.0,360.0,2.0,Rural,Y
LP000089,Male,Yes,0,Graduate,Maybe,11704.0,5692.0,448.0,360.0,1.0,Rural,Y
LP000092,Female,Yes,1,Graduate,Maybe,4730.0,8474.0,53.0,360.0,1.0,Urban,N
LP000478,Female,Unknown,0,Graduate,No,4761.0,594.0,278.0,240.0,1.0,Rural,Y
LP000113,Female,Unknown,1,Graduate,No,11260.0,7684.0,303.0,360.0,1.0,Rural,N
LP000369,Male,No,0,Graduate,No,8050.0,5769.0,316.0,360.0,1.0,Suburban,N
LP000499,,Yes,0,Graduate,No,9079.0,2124.0,118.0,360.0,2.0,Urban,Y
LP000116,Female,Unknown,0,Graduate,No,6075.0,6269.0,85.0,360.0,1.0,Rural,N
