Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001001,Female,Unknown,0,Not Graduate,No,18510.0,4526.0,468.0,360.0,1.0,Semiurban,N
LP001138,Male,Unknown,0,Not Graduate,No,12657.0,4656.0,418.0,360.0,1.0,Rural,Y
LP001141,Male,No,4,Graduate,No,10104.0,2693.0,474.0,360.0,1.0,Urban,Y
LP001271,Female,Yes,0,Not Graduate,No,12634.0,8435.0,340.0,360.0,1.0,Rural,Pending
LP001277,,No,1,Not Graduate,No,6050.0,8972.0,279.0,360.0,1.0,Suburban,Y
LP001023,Female,Unknown,0,Graduate,No,4409.0,9385.0,310.0,360.0,1.0,Rural,N
LP001024,Female,Yes,2,Not Graduate,No,7268.0,4310.0,404.0,360.0,0.0,Rural,Pending
LP001154,Female,No,0,Graduate,Maybe,18660.0,4721.0,518.0,360.0,1.0,Semiurban,N
LP001415,Female,Unknown,0,Graduate,No,17575.0,6559.0,569.0,120.0,1.0,Urban,N
LP001164,Male,Unknown,1,Graduate,No,12695.0,564.0,657.0,360.0,1.0,Rural,Y
LP001169,Male,Yes,1,Not Graduate,No,4553.0,4346.0,128.0,120.0,2.0,Semiurban,Y
LP001429,Female,Yes,4,Not Graduate,No,15178.0,3232.0,89.0,240.0,0.0,Semiurban,Y
LP001303,Female,Yes,4,Not Graduate,No,2871.0,7445.0,292.0,360.0,1.0,Urban,Y
LP001445,Male,No,4,Graduate,No,19006.0,8042.0,381.0,360.0,1.0,Rural,N
LP001195,Female,Yes,0,Not Graduate,Maybe,2488.0,1360.0,448.0,360.0,1.0,Semiurban,N
LP001452,Female,Yes,0,Graduate,Yes,16590.0,8951.0,673.0,120.0,2.0,Urban,N
LP001071,Male,No,0,Graduate,No,8678.0,6973.0,237.0,120.0,1.0,Semiurban,Pending
LP001337,Female,Yes,0,Graduate,No,2716.0,9634.0,650.0,360.0,2.0,Urban,N
LP001085,Male,Yes,0,Not Graduate,No,15708.0,,,360.0,1.0,Urban,Pending
LP001341,Male,Yes,1,Graduate,No,13017.0,1918.0,154.0,360.0,2.0,Urban,N
LP001093,Female,Yes,4,Not Graduate,Yes,7743.0,3101.0,581.0,360.0,1.0,Rural,Y
LP001228,,Yes,0,Graduate,No,17681.0,3605.0,658.0,360.0,1.0,Rural,Pending
LP001238,Female,Yes,0,Not Graduate,Maybe,9410.0,8141.0,103.0,360.0,1.0,Semiurban,Y
LP001366,Female,Yes,0,Graduate,No,15785.0,1425.0,564.0,360.0,0.0,Suburban,Y
LP001115,Female,No,0,Not Graduate,No,19012.0,2065.0,117.0,360.0,1.0,Suburban,Y
