Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP009628,Male,No,4,Not Graduate,No,4009.0,2149.0,453.0,360.0,0.0,Rural,Y
LP009506,Male,No,0,Graduate,No,2068.0,,123.0,360.0,1.0,Suburban,N
LP009637,Male,Yes,4,Graduate,No,18976.0,7518.0,111.0,360.0,1.0,Semiurban,Y
LP009510,Female,Unknown,2,Not Graduate,No,9743.0,5001.0,451.0,360.0,1.0,Rural,N
LP009639,Male,Yes,1,Graduate,Maybe,12252.0,7191.0,600.0,360.0,0.0,Urban,Y
LP009519,Male,No,1,Graduate,Maybe,15864.0,1941.0,552.0,360.0,1.0,Semiurban,Y
LP009775,Male,No,3+,Graduate,Maybe,5488.0,,441.0,360.0,1.0,Semiurban,N
LP009523,Female,Yes,1,Not Graduate,No,16488.0,4505.0,163.0,360.0,1.0,Suburban,Y
LP009525,Male,No,0,Graduate,No,6389.0,7551.0,504.0,360.0,1.0,Urban,Pending
LP009656,Female,Yes,2,Not Graduate,No,13626.0,5578.0,131.0,360.0,2.0,Urban,Y
LP009917,Male,Unknown,0,Graduate,No,4951.0,2001.0,206.0,360.0,1.0,Urban,N
LP009663,Male,Yes,4,Not Graduate,No,19763.0,4942.0,669.0,360.0,0.0,Urban,N
LP009924,Female,Yes,4,Graduate,No,19423.0,4450.0,116.0,360.0,1.0,Semiurban,N
LP009929,Female,Unknown,3+,Graduate,Yes,17148.0,4707.0,218.0,360.0,1.0,Rural,Y
LP009801,Male,Yes,0,Not Graduate,No,16497.0,7528.0,192.0,360.0,1.0,Suburban,N
LP009548,Male,No,0,Not Graduate,No,5344.0,5001.0,657.0,360.0,2.0,Semiurban,Y
LP009806,Female,No,2,Graduate,Maybe,15104.0,8960.0,94.0,360.0,1.0,Rural,Y
LP009557,Female,Yes,1,Graduate,Maybe,3133.0,4326.0,466.0,360.0,1.0,Semiurban,Y
LP009942,Male,No,2,Graduate,Maybe,19721.0,783.0,263.0,360.0,1.0,Urban,Y
LP009685,Male,No,0,Not Graduate,No,19185.0,972.0,267.0,360.0,1.0,Suburban,Y
LP009560,Female,Yes,1,Not Graduate,No,4246.0,679.0,588.0,360.0,2.0,Rural,N
LP009689,Female,Yes,1,Not Graduate,No,15626.0,2478.0,532.0,360.0,2.0,Urban,N
LP009815,Female,Yes,1,Not Graduate,No,13880.0,258.0,377.0,360.0,2.0,Semiurban,Y
LP009691,Male,Yes,1,Not Graduate,No,6328.0,2433.0,229.0,360.0,2.0,Semiurban,N
LP009951,Female,Unknown,0,Not Graduate,No,12207.0,5919.0,371.0,360.0,1.0,Semiurban,Y
LP009958,Female,Yes,0,Graduate,No,10785.0,6621.0,90.0,360.0,2.0,Urban,Y
LP009965,Female,Yes,0,Graduate,No,12701.0,1657.0,401.0,360.0,1.0,Urban,Pending
LP009714,Male,Yes,3+,Graduate,No,4831.0,9738.0,410.0,360.0,1.0,Suburban,N
LP009587,Male,Unknown,0,Graduate,No,14791.0,4473.0,567.0,360.0,1.0,Rural,N
LP009971,Female,No,2,Graduate,No,,9140.0,58.0,120.0,2.0,Rural,Y
LP009847,Male,Yes,0,Not Graduate,No,18824.0,6440.0,,360.0,1.0,Semiurban,Pending
LP009592,Female,Unknown,0,Graduate,No,13059.0,4892.0,663.0,360.0,1.0,Urban,Y
LP009593,Male,Yes,2,Graduate,Maybe,7560.0,9291.0,499.0,360.0,1.0,Urban,N
LP009849,Female,Yes,4,Not Graduate,Yes,6202.0,1494.0,184.0,360.0,1.0,Urban,N
LP009596,Female,,0,Not Graduate,Yes,15020.0,5800.0,,360.0,0.0,Suburban,N
LP009862,Female,Yes,0,Graduate,No,16384.0,7667.0,239.0,360.0,2.0,Urban,Y
LP009735,Female,Yes,1,Graduate,Maybe,16171.0,9671.0,193.0,360.0,0.0,Rural,Y
LP009610,Female,Unknown,0,Not Graduate,No,2892.0,1356.0,431.0,360.0,0.0,Urban,Y
LP009994,Male,No,0,Not Graduate,No,,9043.0,438.0,360.0,1.0,Suburban,N
LP009616,Female,No,0,Graduate,No,3749.0,687.0,144.0,360.0,0.0,Suburban,N
LP009624,Male,Yes,1,Not Graduate,No,13084.0,2601.0,670.0,360.0,1.0,Suburban,Y
