Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000891,Female,Yes,1,Not Graduate,Maybe,1713.0,1689.0,215.0,360.0,1.0,Urban,N
LP000637,Male,Unknown,0,Not Graduate,Yes,12411.0,8876.0,180.0,360.0,1.0,Urban,N
LP000638,Male,Unknown,2,Not Graduate,No,2369.0,9758.0,547.0,120.0,1.0,Semiurban,Y
LP000768,Male,Unknown,1,Not Graduate,Yes,9127.0,450.0,194.0,360.0,1.0,Urban,Y
LP000640,Male,No,0,Graduate,No,8284.0,9255.0,334.0,360.0,0.0,Suburban,N
LP000771,Female,No,0,Not Graduate,No,14091.0,9146.0,304.0,240.0,0.0,Urban,Pending
LP000643,Male,No,4,Graduate,No,2185.0,2221.0,425.0,360.0,1.0,Urban,Y
LP000901,Male,No,0,Graduate,No,17973.0,8252.0,58.0,360.0,2.0,Rural,Y
LP000912,Female,Unknown,1,Graduate,No,13321.0,7423.0,94.0,360.0,1.0,Rural,N
LP000534,Female,No,0,Graduate,No,13460.0,1727.0,564.0,360.0,2.0,Semiurban,Y
LP000663,Male,Yes,0,Not Graduate,No,2900.0,1756.0,73.0,360.0,2.0,Rural,Y
LP000919,Male,Yes,0,Graduate,No,9880.0,4972.0,550.0,360.0,2.0,Urban,Y
LP000667,Male,Yes,4,Not Graduate,No,7755.0,7372.0,268.0,360.0,1.0,Rural,N
LP000797,Female,Yes,0,Not Graduate,No,2415.0,2051.0,568.0,360.0,,Rural,Pending
LP000798,Female,No,4,Not Graduate,No,8813.0,8687.0,361.0,360.0,1.0,Rural,Y
LP000930,Male,No,1,Not Graduate,No,,5357.0,519.0,360.0,1.0,Semiurban,Pending
LP000934,Male,Unknown,0,Graduate,No,6453.0,3195.0,213.0,360.0,1.0,Semiurban,N
LP000553,Female,No,0,Graduate,No,17599.0,5879.0,539.0,360.0,1.0,Rural,Pending
LP000814,Female,No,0,Graduate,No,12899.0,7274.0,557.0,360.0,2.0,Semiurban,Y
LP000836,Female,No,0,Graduate,Maybe,5053.0,9586.0,405.0,360.0,0.0,Semiurban,N
LP000968,Female,No,4,Graduate,No,10247.0,8345.0,490.0,360.0,1.0,Rural,N
LP000747,Female,No,0,Not Graduate,Maybe,12799.0,4555.0,476.0,360.0,1.0,Urban,N
LP000722,Male,No,3+,Not Graduate,No,17838.0,6553.0,223.0,240.0,2.0,Urban,Y
LP000598,Male,Unknown,3+,Graduate,No,12156.0,4702.0,489.0,360.0,0.0,Rural,N
LP000729,Male,No,0,Not Graduate,No,4307.0,570.0,334.0,360.0,1.0,Urban,Pending
LP000733,Female,No,0,Graduate,No,7256.0,766.0,624.0,360.0,1.0,Semiurban,Pending
LP000734,Male,Yes,0,Graduate,Maybe,8207.0,1626.0,491.0,360.0,1.0,Urban,N
LP000861,Male,Yes,0,Not Graduate,Yes,17533.0,1062.0,618.0,360.0,2.0,Urban,N
LP000994,Male,No,0,Not Graduate,No,15468.0,725.0,207.0,360.0,1.0,Semiurban,Pending
LP000744,Male,Yes,1,Graduate,Yes,12495.0,4606.0,140.0,120.0,1.0,Suburban,N
LP000619,Female,Yes,0,Not Graduate,Yes,4624.0,3385.0,640.0,360.0,0.0,Suburban,Y
LP000623,Male,No,4,Not Graduate,Yes,8282.0,6955.0,621.0,360.0,1.0,Semiurban,Y
