Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003891,Female,Unknown,0,Not Graduate,No,8092.0,2589.0,387.0,360.0,1.0,Rural,Y
LP003765,Male,Yes,4,Not Graduate,No,8050.0,1147.0,317.0,360.0,1.0,Semiurban,N
LP003639,Male,No,0,Not Graduate,No,14532.0,3214.0,389.0,120.0,2.0,Rural,N
LP003648,Female,No,0,Graduate,No,18895.0,822.0,677.0,360.0,1.0,Suburban,Y
LP003779,Female,Unknown,4,Graduate,No,6621.0,8428.0,634.0,360.0,0.0,Rural,Y
LP003784,Female,Yes,4,Not Graduate,No,15808.0,7571.0,636.0,360.0,1.0,Semiurban,N
LP003661,Female,Yes,4,Graduate,No,18941.0,4672.0,393.0,360.0,1.0,Rural,Y
LP003539,Male,Yes,1,Graduate,Maybe,17895.0,2780.0,598.0,360.0,2.0,Semiurban,Y
LP003541,Female,No,1,Not Graduate,Yes,16975.0,21.0,,360.0,1.0,Suburban,Pending
LP003930,Female,Yes,4,Not Graduate,No,14697.0,4424.0,484.0,360.0,1.0,Urban,Y
LP003935,Female,Yes,0,Graduate,No,11284.0,8026.0,154.0,360.0,0.0,Suburban,N
LP003680,Female,No,3+,Not Graduate,No,9628.0,9778.0,446.0,360.0,2.0,Urban,Y
LP003691,Female,Yes,0,Not Graduate,No,13468.0,1763.0,96.0,360.0,1.0,Suburban,N
LP003952,Female,No,0,Not Graduate,No,5750.0,8078.0,201.0,120.0,1.0,Suburban,Y
LP003697,Female,Yes,1,Graduate,Maybe,5901.0,5584.0,153.0,360.0,1.0,Urban,Y
LP003825,Male,Yes,2,Graduate,No,2726.0,8657.0,273.0,360.0,1.0,Urban,Pending
LP003572,Female,No,3+,Not Graduate,No,5490.0,32.0,637.0,360.0,0.0,Urban,Pending
LP003574,Female,No,4,Graduate,No,2867.0,5055.0,640.0,360.0,1.0,Urban,Y
LP003959,Male,Yes,0,Not Graduate,No,1938.0,848.0,168.0,360.0,0.0,Urban,Pending
LP003704,Female,Yes,3+,Graduate,No,6743.0,2501.0,564.0,360.0,0.0,Urban,Pending
LP003707,Male,Yes,3+,Graduate,No,13469.0,3964.0,303.0,360.0,2.0,Semiurban,Y
LP003711,Female,Yes,,Not Graduate,No,11447.0,1439.0,184.0,360.0,1.0,Semiurban,Pending
LP003712,Female,No,4,Graduate,No,12529.0,1005.0,527.0,360.0,1.0,Urban,Y
LP003585,Male,Yes,0,Graduate,No,17534.0,6712.0,565.0,360.0,2.0,Urban,Y
LP003845,Female,Yes,0,Not Graduate,No,9750.0,725.0,298.0,360.0,1.0,Suburban,Y
LP003846,Female,No,0,Graduate,No,17488.0,4681.0,198.0,360.0,2.0,Semiurban,Y
LP003847,Female,Yes,4,Not Graduate,Yes,8441.0,6727.0,534.0,360.0,0.0,Semiurban,N
LP003983,Male,Yes,1,Not Graduate,No,13398.0,1151.0,606.0,360.0,2.0,Urban,Y
LP003985,Female,Unknown,0,Not Graduate,No,10128.0,3766.0,176.0,360.0,1.0,Urban,Y
LP003859,Female,Unknown,0,Graduate,Yes,17413.0,5818.0,,360.0,1.0,Urban,N
LP003737,Female,No,2,Not Graduate,No,16720.0,7630.0,151.0,360.0,1.0,Urban,Pending
LP003867,Female,Yes,0,Graduate,Yes,8543.0,2651.0,339.0,360.0,1.0,Rural,Pending
LP003996,Male,Unknown,0,Graduate,No,17003.0,5978.0,330.0,360.0,1.0,Semiurban,N
LP003619,Male,Unknown,2,Not Graduate,No,14285.0,1597.0,408.0,360.0,0.0,Urban,Y
LP003880,Female,Yes,1,Graduate,Maybe,3376.0,1401.0,646.0,360.0,1.0,Semiurban,N
LP003625,Male,Yes,1,Graduate,No,6482.0,6889.0,383.0,360.0,2.0,Semiurban,N
